MKSA - LOG
Una linea por hito. Formato: YYYY-MM-DD HH:MM | etapa | que se hizo
2026-07-10 | Parte 2 VERIFICADA -- clasificacion automatica de campos @Unique por escaneo de bytecode (safe/preserve/unknown), 3 bugs reales encontrados y corregidos durante la propia verificacion, PRESERVE_FIELDS hardcodeado eliminado | ClassFile (Tier3MixinAudit) extendido para leer dentro de Code (captura cruda + scanCode camina instrucciones reales, tabla FIXED_OPERAND_BYTES fail-closed ante opcode desconocido) y resolver Fieldref/Methodref/MethodHandle/InvokeDynamic ya no descartados en readCp; buildFieldSafety clasifica cada campo @Unique candidato en preserve/safe/unknown segun si sobrevive referenciado por vanilla base o algun co-owner; wireado a buildDemixPlan/buildTxGate (fieldSafetyTrust + blocker unique_field_safety_unverified, mismo patron que runtimeOrder/transformerQuiescence); Tier3DemixApply.PRESERVE_FIELDS (registro estatico, una sola entrada a mano) eliminado, snapshotPreservedFields/restorePreservedFields ahora llaman Tier3MixinAudit.preserveFieldsForTarget(namespace,target) en vivo. 3 bugs reales descubiertos mid-verificacion sobre el caso real rendererPools/class_11228 (no bugs de test): (A) candidatos de @Unique solo se buscaban en mixins del namespace victima, pero RESET borra TODOS los co-owners -- rendererPools lo agrega fabric-rendering-v1, no chat_heads; corregido a candidatos=todos los contribuyentes. (B) invokedynamic marcaba risk=true incondicional para CUALQUIER lambda, pero desde Java 9 la concatenacion comun de strings tambien compila a invokedynamic (StringConcatFactory) -- volvia preserve casi inalcanzable; corregido resolviendo el bootstrap real via BootstrapMethods+MethodHandle (antes descartados en readCp) y excluyendo StringConcatFactory del riesgo, todo lo demas sigue fail-closed. (C) el escaneo del .class crudo de un mixin nunca veia su propio campo @Unique porque javac compila ese acceso con owner=el propio mixin, no el target (Mixin recien re-apunta la referencia al tejer) -- corregido contando tambien owner==declaringClass ademas de owner==target. Los 3 fixes fueron confirmados explicitamente por el usuario antes de aplicarse. Resultado final verificado: rendererPools clasifica preserve/direct_bytecode_reference, allKnown=true, unknownTotal=0 (antes: unknown/reflection_lambda_or_missing_base) -- reproduce por escaneo automatico exactamente lo que PRESERVE_FIELDS tenia a mano; balm$unpackedLootTable clasifica safe (control negativo); balmData/forgeBalmData/neoForgeBalmData/forcedPose clasifican unknown y bloquean canLowerDecision correctamente (control de riesgo, base bytecode ausente). bash agent/build.sh limpio en cada iteracion; --tier3-parte2-fieldsafety-regression (nuevo, no interactivo) OK; --tier3-audit sin regresion (105 aserciones, 0 fallos). Detalle completo en docs/proyecto.md.
2026-07-11 | Corte tender-seeking-fern (T3 end-to-end): whitelist TARGETS retirada por clasificacion en vivo RESET/REPLAY/BLOCKED, anti-TOCTOU, wiring real Ledger.disableOne/enableOne, verificacion pre-mutacion de estado vivo -- compilado y auto-revisado, runtime en vivo PENDIENTE (sin JVM de Minecraft adjunta en este entorno) | Instruccion vinculante del usuario ("resolver de una vez por todas... conectar las cosas end to end, hacer que funcione... consigamos formas de detectar cualquier cosa y solucionarlo si se corrompe estado vivo de la jvm"), plan aprobado en C:\Users\Aly\.claude\plans\tender-seeking-fern.md, 8 tareas (#28-#35). #28 DISABLED_BY_NS namespace-indexado con snapshots de bytes (preDisableLiveBytesSnapshot/installedDisabledBytesSnapshot) reemplaza el Map<String,Boolean> plano. #29 verificacion de schema post-redefine (expectedDeclaredCounts, ya existente en los metodos singulares) portada a disableGroup/enableGroup con rollback automatico atomico (segundo redefineClasses de vuelta a los bytes vivos/desactivados conocidos) y status ROLLED_BACK nuevo, distinto de PARTIAL/FAILED. #30 escaner nuevo en Tier3MixinAudit sobre TODAS las clases cargadas (Instrumentation.getAllLoadedClasses) buscando consumidores externos de forma (CHECKCAST/INSTANCEOF/GETFIELD/PUTFIELD fuera del grupo de redefine, generaliza la leccion de class_303/corte AN sin memoria tipeada a mano) + deteccion de IMixinConfigPlugin (targets dinamicos, marca unknown incondicional) -- blockers external_shape_consumer_unverified/mixin_config_plugin_present. #31 Tier3DemixApply.TARGETS/isEligible/ELIGIBLE_REPLAY_TARGETS eliminados por completo, reemplazados por Tier3MixinAudit.classifyDemixTargets(namespace,targets,inst) (fail-closed, try/catch de metodo completo, bloquea TODO ante cualquier excepcion) -- disable()/computeDisableBytes ganan parametro namespace. #32 anti-TOCTOU: disableGroup gana parametro expectedModes (nullable, el modo que un gate previo vio) y reclasifica en vivo en el momento de aplicar comparando exacto antes de tocar una sola Class<?> -- code TARGET_MODE_STALE si diverge, nada mutado. #33 Ledger.disableOne (tier>=3, canLowerDecision=true) ejecuta de verdad via Tier3MixinAudit.scanTargets(ns) (set COMPLETO sin el CAP=64 de plan(), nuevo metodo dedicado) + classifyDemixTargets + disableGroup(expectedModes); Ledger.enableOne gana branch tier>=3 al inicio que consulta Tier3DemixApply.disabledRecordsForNamespace(ns) y restaura esos targets exactos via enableGroup (sin re-escanear disco). #34 verificacion de estado vivo pre-mutacion: el diseno original preveia Instrumentation.retransformClasses, pero Tier3RetransformCaptureSmoke (corte H, ya cerrado) probo con evidencia real que ese mecanismo NO entrega bytes exactos para clases ya redefinidas por este agente (capturedMatchesMixed=false Y capturedMatchesBase=false) -- usarlo igual habria sido fabricar una verificacion que no es tal, prohibido por el proyecto; sustituto honesto implementado: comparar la forma REFLEXIVA de la clase ya cargada (cls.getDeclaredMethods/Fields, 100% fiable) contra expectedDeclaredCounts de los bytes de referencia (Tier3LiveCapture para disableGroup, installedDisabledBytesSnapshot para enableGroup) ANTES de redefinir -- code nuevo LIVE_STATE_DRIFT_DETECTED, aborta sin mutar nada si diverge; ademas se corrigio un gap real encontrado en la revision (disableGroup nunca null-checkeaba Tier3LiveCapture.get(target) a diferencia de disable()/enableGroup -- de ocurrir, un rollback posterior habria construido new ClassDefinition(cls,null) y lanzado NPE DESPUES de que el redefine inicial ya hubiera mutado el target, exactamente el tipo de corrupcion de estado vivo no detectada que este corte exige prevenir; corregido con el mismo patron LIVE_BYTES_MISSING ya usado en el resto del archivo). bash agent/build.sh limpio en cada paso (verificado repetidas veces); cargo check --bin verify-fase1 limpio (solo warnings preexistentes). Verificacion REAL en runtime (regresion sobre chat_heads/fabric-block-view-api-v2, inyeccion de fallo forzando schema mismatch, generalizacion a un tercer mod nunca antes en TARGETS, cargo run --bin verify-fase1 -- --tier1-7) QUEDA PENDIENTE explicitamente: este segmento se ejecuto sin una JVM de Minecraft con el agente adjunto disponible en el entorno -- solo se confirmo compilacion limpia y revision logica linea por linea de cada camino nuevo, nunca se afirma "verificado en vivo" sin haberlo corrido de verdad. Detalle completo en docs/session-handoff.md.
2026-07-11 | Corte tender-seeking-fern, fix adicional: boton Tier 3 quedaba gris a priori en el panel in-game | modThinListMods() calculaba supportedDisable como tier>=1 && tier<=2 -- el wiring real de disableOne/enableOne (tarea #33) para tier>=3 quedaba inalcanzable desde el click del jugador pese a estar conectado en el backend, violando el mandato end-to-end. Corregido a tier>=1 (sin tope superior); la seguridad sigue en canLowerDecision/classifyDemixTargets, rechazo limpio via banner de error existente si un mod Tier 3 no es viable, nunca finge soporte. Tooltip stale en ModsScreen ("Solo Tier 1 in-process", ya desactualizado desde que Tier 2 se soporta) corregido a "Tier no soportado" (generico, unico caso restante es Tier 0). Encontrado por revision de codigo propia, no reportado por el usuario. bash agent/build.sh + mod-thin/build.sh + cargo check --bin verify-fase1 limpios. Runtime real sigue PENDIENTE (sin JVM de Minecraft adjunta en este entorno).
2026-07-11 | Corte tender-seeking-fern, verificacion runtime real (task #36): bug real encontrado y corregido -- classifyDemixTargets/buildDemixPlan clasificaban RESET incondicional sin co-owners, ignorando fieldSafety/externalShapeConsumers/configPlugin; --tier3-e2e-regen VERIFICADO en vivo exit 0 | Con JVM de Minecraft adjunta disponible en este entorno (Instancia 3), se ejecuto por primera vez la verificacion runtime que el corte anterior dejo pendiente. Bug real encontrado ANTES de cualquier corrupcion de estado (namespace-level safeToExecute seguia bloqueado igual, asi que nunca hubo redefine real con el bug activo): en la rama "sin co-owner" de classifyDemixTargets (Tier3MixinAudit.java) y su logica paralela en buildDemixPlan, el target se declaraba RESET de forma incondicional SIN mirar fieldSafety.allKnown/externalShapeConsumers.allKnown/configPluginPresent -- exactamente el patron de peligro de corte AN (class_338$1, consumidor externo NO-mixin, jamas puede aparecer como co-owner). Confirmado en vivo: class_303/class_303$class_7590 (chat_heads) tenian fieldSafety.allKnown=false Y externalShapeConsumers.allKnown=false Y configPluginPresent=true simultaneamente y aun asi clasificaban mode=RESET. Fix (aprobado explicitamente por el usuario via AskUserQuestion antes de aplicarse): las 3 senales se evaluan SIEMPRE, antes del branch de co-owner, en ambos lugares (classifyDemixTargets y el loop de buildDemixPlan, que ya las computaba pero las descartaba en esa rama). Verificado en vivo tras el fix: class_303 y class_303$class_7590 clasifican mode=BLOCKED. De paso se encontro y corrigio un bug en el propio harness (verify-fase1.rs): el check "class303_present" testeaba presencia en el array demixPlan.targetPlans, pero ese array es diagnostico de TODOS los targets conocidos con su mode, no "el grupo que se redefine" -- el check nunca podia fallar de forma significativa; corregido a assertar mode=="BLOCKED" para ambas clases especificamente. cargo run --bin verify-fase1 -- --tier3-e2e-regen paso completo exit 0 (run b9u7uim9t): class_303/class_303$class_7590 BLOCKED, generalizacion a biomesoplenty (namespace nunca en la vieja TARGETS) confirmada, cierre limpio del juego. --tier1-7 se intento aparte pero fallo en un sub-test no relacionado (Corte tabs/mcwstairs) que exige interaccion manual humana (abrir inventario creativo y observar 15s en vivo) -- no ejecutable desatendido en background, diff de este segmento confirmado aislado a Tier3MixinAudit.java/verify-fase1.rs (ningun archivo Tier 1/2 tocado), no se considera regresion de este corte. Limite estructural aceptado explicitamente por el usuario (via AskUserQuestion, no a resolver): canLowerDecision=true sigue practicamente inalcanzable sobre datos reales de gameplay porque buildExternalShapeConsumers es fail-closed ante clases lambda sintetizadas por la JVM sin recurso de classpath legible (cl.getResource devuelve null) -- en una JVM real con ~24000+ clases cargadas esto produce allKnown=false casi universal; declarado honesto, NO se debilito la verificacion para forzarlo a pasar. bash agent/build.sh y cargo build --bin verify-fase1 limpios (solo warnings preexistentes). Detalle completo en docs/session-handoff.md.
2026-07-11 | Corte tender-seeking-fern CERRADO -- --tier1-7 corrido por el usuario mismo, VERIFICACION OK completo exit 0 (incluye sub-test manual "Corte tabs"/mcwstairs confirmado visualmente), sin regresion Tier 1/2 | Confirmado por el usuario: la suite completa --tier1-7 termino VERIFICACION OK, exit code 0, sin ningun check con fallo, incluyendo el sub-test "Corte tabs" que requiere interaccion manual (boton STAIRSITEMGROUP desaparece/reaparece visualmente, confirmado a simple vista por el usuario, mismo modelo de confianza que corte 6) y que este agente no podia ejecutar desatendido. Con esto se completa el ultimo item pendiente del plan aprobado (regresion Tier 1/2 sin afectar por el diff aislado de Tier3MixinAudit.java/verify-fase1.rs de este corte). Las 9 tareas del plan (#28-#36) quedan cerradas: whitelist TARGETS retirada por clasificacion en vivo, anti-TOCTOU, DISABLED_BY_NS con snapshots, rollback automatico con verificacion de schema, verificacion de estado vivo pre-mutacion, wiring real Ledger.disableOne/enableOne, escaner general de consumidores externos de forma (class_303/corte AN generalizado sin memoria tipeada a mano, verificado BLOCKED en vivo), bug real de clasificacion RESET-incondicional encontrado y corregido, y ahora regresion Tier 1/2 confirmada sin impacto. Limite estructural aceptado y documentado (no resuelto ni ocultado): canLowerDecision=true sigue practicamente inalcanzable en gameplay real por ceguera a lambdas del escaner de consumidores externos, deja el path de fault-injection/rollback (ROLLED_BACK) sin ejercitar en vivo -- decision explicita del usuario de dejarlo como limite estructural declarado, no una verificacion mas debil. Corte cerrado en su totalidad.
2026-07-12 | Corte narrowing configPlugin COMPLETADO -- wiring de methodIsPureStringPredicate al sistema de bloqueadores de Tier3MixinAudit, compilado limpio, runtime --tier3-e2e-regen PENDIENTE | Completada la tarea "narrowing configPlugin" que habia quedado incompleta en el corte anterior: el metodo ClassFile.methodIsPureStringPredicate + scanPureStringPredicateCode ya estaban escritos en el corte previo (analizaban estaticamente si un metodo es un predicado puro de comparacion de String, whitelist deliberadamente angosta de opcodes), pero faltaba wirearlos al sistema de bloqueadores. Implementado en Tier3MixinAudit.java: (1) configPluginBytesFor(pluginDotted, rootsByNs): intenta obtener el .class del plugin via Tier3LiveCapture.get primero, luego busca en los jars de todos los namespaces (readClassBytes sobre rootsByNs.values()) -- fail-closed si no resuelve por ninguna via; (2) pluginShouldApplyMixinIsSimple(pluginDotted, rootsByNs): invoca ClassFile.methodIsPureStringPredicate("shouldApplyMixin", "(Ljava/lang/String;Ljava/lang/String;)Z") sobre los bytes del plugin -- fail-closed ante excepcion, bytes no disponibles, o metodo no encontrado/no simple; (3) allPluginsForContributorsAreSimplePredicates(contributors, rootsByNs): itera los configPlugin de todos los contributors, deduplicados por nombre, un solo plugin no analizable bloquea el conjunto entero (fail-closed). Wiring en buildDemixPlan: targetConfigPluginSimple = !targetHasConfigPlugin || allPluginsForContributorsAreSimplePredicates(...), el bloqueador solo se emite si !targetConfigPluginSimple; commonSignalsOk usa targetConfigPluginSimple en vez de !targetHasConfigPlugin para que la eligibilidad del target tambien se beneficie del narrowing; mixinConfigPluginTrust emite 3 valores: "no_config_plugin_declared", "config_plugin_provably_simple_string_predicate" (nuevo, equivalente al gate), o "config_plugin_present_dynamic_targets_possible" (bloquea); anyTargetHadPlugin distingue los dos primeros en la emision. Wiring en classifyDemixTargets: misma logica fail-closed, el razonador mixin_config_plugin_present solo se emite si el narrowing falla o lanza. Wiring en buildTxGate: noConfigPluginPresent ahora acepta tanto "no_config_plugin_declared" como "config_plugin_provably_simple_string_predicate". Principio central: el narrowing solo levanta el bloqueador si el ANALISIS ESTATICO DE BYTECODE puede probar que el unico punto de decision del plugin es una comparacion de String constante (equals/contains/startsWith/endsWith/isEmpty/trim/toLowerCase/toUpperCase) -- cualquier opcode fuera de la whitelist (GETFIELD/PUTFIELD, INVOKESTATIC, NEW, ATHROW, etc.) hace fail-closed, igual que la clase hidden class y el acceso a campo. El plugin en produccion nunca se instancia ni se ejecuta. Compilacion: powershell agent/tmp-build/rebuild.ps1 OK, solo warnings preexistentes (--release 8 obsoleto + unchecked); cargo check --bin verify-fase1 OK, solo 7 warnings preexistentes de 'id' no leido. Runtime --tier3-e2e-regen PENDIENTE (requiere JVM de Minecraft adjunta con el agente y mods que declaren IMixinConfigPlugin para verificar el tercer trust string en vivo).
2026-07-12 | Corte "acotar riesgo de configPlugin al target especifico" -- bloqueador mixin_config_plugin_present RETIRADO POR COMPLETO (decision explicita del usuario, "Retirar el bloqueador por completo"), compilado limpio | El narrowing del corte anterior resulto ser mas conservador de lo necesario, no solo mal-acotado: decompilado con javap -c -p -v un sponge-mixin-0.17.0+mixin.0.8.7.jar real (misma version en produccion MKSA) confirmo que IMixinConfigPlugin.shouldApplyMixin se invoca UNA sola vez por par (mixin,target), durante MixinConfig.prepare() al boot de Mixin -- MixinInfo.readDeclaredTargets llama shouldApplyMixin exactamente una vez por target declarado y el resultado queda fijo para siempre en mixinMapping; MixinConfig.getMixinsFor(target) solo LEE ese mapa desde entonces, nunca re-invoca el plugin. Consecuencia: Tier3MixinReplay.replay ya llama getMixinsFor real (lee la decision fija del plugin en vivo, nunca asume estatico), y Tier3DemixApply.disableViaReplay verifica ademas verify_excluded_set_matches_requested antes de mutar un solo byte (aborta con REPLAY_EXCLUDE_SET_MISMATCH si diverge); ademas buildFieldSafety/buildExternalShapeConsumers (RESET y REPLAY por igual) ya tratan todo contributor declarado como candidato de peor caso con o sin plugin -- un plugin solo puede VETAR una entrada declarada, nunca agregar una no declarada, asi que su dinamismo hace esas verificaciones mas conservadoras que la realidad, jamas menos seguras. Ningun consumidor downstream dependia realmente de probar estaticamente que el plugin es un predicado simple de String. Presentado al usuario con 3 opciones (mantener narrowing target-scoped / narrowing namespace-wide / retirar el bloqueador por completo); elegida la ultima. Implementado en Tier3MixinAudit.java: removida la emision de "mixin_config_plugin_present" en classifyDemixTargets, en buildDemixPlan (commonSignalsOk ya no incluye targetConfigPluginSimple, safeToExecute ya no incluye allTargetsNoConfigPlugin, removido el reason de fallo correspondiente) y en buildTxGate (removido el blockers.add de mixin_config_plugin_present). configPluginPresent, configPluginSimple, mixinConfigPluginTrust y mixinConfigPluginAbsent se mantienen exactamente igual como diagnostico informativo, nunca escondidos, solo que ya no bloquean canLowerDecision ni la elegibilidad de ningun target. allPluginsForContributorsAreSimplePredicates/pluginShouldApplyMixinIsSimple/configPluginBytesFor (helpers de analisis estatico del corte anterior) quedan intactos, siguen alimentando esos campos diagnosticos. bash agent/build.sh limpio (solo warnings preexistentes --release 8/unchecked). Runtime --tier3-e2e-regen sobre chat_heads/fabric-block-view-api-v2 con canLowerDecision=true QUEDA PENDIENTE (requiere JVM de Minecraft adjunta) -- este es ahora el criterio de exito primario ligado al goal del usuario ("lograr el toggle en la practica de los mods tier 3").
2026-07-12 | Corte "auditoria librerias base" (task #55) CERRADO -- exclusion hash-pinned de 30 clases Netty/LWJGL/JOML/Guava (Unsafe/reflexion) auditadas sitio-por-sitio, VERIFICADO en vivo via --tier3-e2e-regen | Implementado AUDITED_BASE_LIBRARY_HASHES en Tier3MixinAudit.java: mapa dotted-name->SHA-256 de bytecode exacto, poblado tras auditoria real por sitio (javap -c -p -v de cada metodo que invoca Unsafe/reflexion, confirmando que el receiver siempre es un tipo interno de la libreria -- nodo de cola jctools, buffer nativo, aconst_null -- nunca un objeto externo controlable ni un target/interfaz que Tier3 pueda inyectar). isAuditedBaseLibraryClass(dotted,bytes) exige coincidencia EXACTA de hash -- cualquier discrepancia (version distinta, contenido distinto) cae a false fail-closed sin excepcion, no es una exclusion por nombre/version. Integrado en scanExternalLoadedClasses: hit exacto devuelve AUDITED_BASE_LIBRARY_SAFE (risk=false, typeRefs vacios) sin pasar por scanShapeReferences/isReflectionRisk. De las 34 clases originalmente flageadas, 4 (PlatformDependent0 en metodos genericos Object/long, UnsafeRefArrayAccess sobre Object[], ReferenceCountUpdater<T> con parametro de tipo generico, APIUtil.apiClassTokens(Class[])) tenian evidencia real pero no estructuralmente cerrada (todos los llamadores actuales pasan tipos seguros, pero la firma no lo garantiza para siempre) -- el usuario elgio explicitamente via AskUserQuestion "Excluir las 4 (recomendado)": quedan fuera de la lista, siguen bloqueadas como antes. Bug real encontrado y corregido durante la propia verificacion en vivo (primera corrida --tier3-e2e-regen): org.lwjgl.system.MultiReleaseMemCopy seguia "unknown" a pesar de estar en la lista -- root cause, lwjgl-3.3.3.jar es un Multi-Release JAR (JEP 238) y bajo JBR21 (unico JVM de produccion, corte Z) el classloader siempre resuelve a la variante META-INF/versions/16/, nunca a la entrada base del jar cuyo hash se habia pinneado originalmente. Corregido re-auditando (javap real) la variante v16 realmente cargada -- misma garantia de seguridad, Unsafe.copyMemory con aconst_null como ambos receivers -- y actualizando el hash pinneado a esa variante. bash agent/build.sh limpio. Segunda corrida --tier3-e2e-regen confirmo: MultiReleaseMemCopy ya no aparece como consumidor unknown en ningun target (0 apariciones, vs. presente en la primera corrida); las otras 29 de las 30 clases pinneadas tampoco aparecen como unknown en ninguna corrida. Quedan exactamente 33 clases unknown reales: las 4 excluidas por decision explicita + 29 mod-specific (biomesoplenty, gson, mixinextras, jna, modmenu, sodium, cardinal-components, etc.) -- deferidas caso-por-caso por politica ya acordada (feedback_categorize_not_case_by_case), fuera de alcance de este corte. canLowerDecision sigue false (esperado, depende del cierre de esas 29+4, task #54 separada). Task #55 CERRADO.
2026-07-13 | Categoria 5 (ICU4J DecimalFormat.readObject) CERRADA -- hash-pinned a AUDITED_BASE_LIBRARY_HASHES, VERIFICADO en vivo via --tier3-audit fresco | Continuacion del listado de 15 categorias derivado de los 34 unknown reales que quedaron tras el cierre de task #55 (categorias 1-4 ya habian colapsado en ese corte sin trabajo nuevo, confirmado con una corrida --tier3-audit fresca no-mutante contra Instancia 3 real). Version en produccion confirmada via /c/Users/Aly/AppData/Roaming/.minecraft/versions/1.21.11/1.21.11.json (icu4j 77.1, jar real en PrismLauncher/libraries/com/ibm/icu/icu4j/77.1/icu4j-77.1.jar) -- javap.exe no existe en el bin/ de JBR21 (solo java/javac/javadoc/jcmd/jstack, sin herramientas de dev-time), se uso Eclipse Adoptium JDK 21 (C:\Program Files\Eclipse Adoptium\jdk-21.0.11.10-hotspot\bin\javap.exe) como disassembler, mismo patron que task #55. Auditoria real (javap -c -p) de DecimalFormat.readObject: los 8 sitios Class.getDeclaredField siguen un unico patron identico -- ldc de la clase literal NumberFormat (constante de pool, jamas un parametro externo) + nombre de campo hardcodeado (groupingUsed/parseIntegerOnly/maximumIntegerDigits/minimumIntegerDigits/maximumFractionDigits/minimumFractionDigits/currency/parseStrict), Field.get siempre invocado con aload_0 (la propia instancia DecimalFormat) como receiver -- nada externamente controlable, evidencia mas fuerte que varias de las 30 entradas ya auditadas en task #55 (que dependian de garantia de firma en vez de literal hardcodeado). Agregada entrada com.ibm.icu.text.DecimalFormat -> d415fd6410457a962da6b5173e205c9d7b858c11f46252087ac072424ac97ad0 (SHA-256 de icu4j-77.1.jar real) a AUDITED_BASE_LIBRARY_HASHES en Tier3MixinAudit.java. bash agent/build.sh limpio (solo warnings preexistentes Java 8/unchecked); cargo build --bin verify-fase1 limpio (solo warnings preexistentes de id sin leer). Corrida fresca --tier3-audit (no-mutante, sin tx.disable/tx.enable real) contra Instancia 3 confirmo: cero apariciones de com.ibm.icu.text.DecimalFormat en cualquier riskReasons/consumerClass, total de riskReasons unicos bajo de 34 a 33 (las 4 excluidas por decision del usuario en task #55 + 29 mod-specific restantes, sin cambio). Quedan por categoria (numeracion original, colapsando 1-4): 6 Gson, 7 JNA, 8 Log4j+FabricLoader, 9 MixinExtras, 10 jodah-typetools, 11 Cardinal Components, 12 vanilla MC class_301/class_3675 (investigar por que vanilla aparece en la lista antes de decidir politica), 13 Fabric API infra wiring, 14 mod config/reflection (bloqueada, requiere politica generalizable explicita del usuario antes de tocar codigo, feedback_categorize_not_case_by_case), 15 Sodium.
2026-07-13 | Categoria 6 (Gson ReflectiveTypeAdapterFactory.getBoundFields) EXCLUIDA explicitamente (decision del usuario) -- categoria estructuralmente distinta a la 5, ningun hash-pin honesto posible | Confirmado que ningun mod jar de Instancia 3 shadea su propio Gson (busqueda de com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.class en mods/.fabric/processedMods, sin resultados) -- es el jar de classpath gson-2.13.2.jar (version pinneada por 1.21.11.json, mismo mecanismo de verificacion de version usado en categoria 5). Auditoria real (javap -c -p sobre gson-2.13.2.jar real, mismo javap.exe de Eclipse Adoptium JDK 21 que categoria 5) confirmo que getDeclaredFields en getBoundFields(Gson,TypeToken,Class,boolean,boolean) NO sigue el patron de la categoria 5 (ICU4J): el parametro Class no es un literal de constant-pool hardcodeado, es aload_3 -- la Class recibida en la llamada, que en linea 102 viene de TypeToken.getRawType() dentro de create(Gson,TypeToken<T>) (linea 99, override publico de TypeAdapterFactory.create, el punto de entrada publico de Gson invocado por cualquier codigo llamador -- CUALQUIER mod que llame Gson.toJson/fromJson sobre CUALQUIER tipo). Esto es estructuralmente distinto de los 30 hashes de task #55 y del hash nuevo de categoria 5: alli el receiver siempre resolvia a un tipo interno de la libreria o una garantia del verificador; aqui el receiver es exactamente el tipo que un mod arbitrario decide serializar -- ES el proposito de la clase, no un site de riesgo incidental. Un hash-pin sobre ReflectiveTypeAdapterFactory no probaria lo que task #55 exige (receiver siempre fijo/interno); probaria lo contrario. Presentado al usuario con 3 opciones (excluir explicitamente / investigar si existe un caso real de un mod pasando una clase redefinible por Tier3 a Gson / diferir sin decidir); elegida "Excluir explicitamente (recomendado)", mismo patron de decision que las 4 clases excluidas en task #55. Sin cambios de codigo -- esta clase nunca estuvo en AUDITED_BASE_LIBRARY_HASHES, la decision es no agregarla. Sigue bloqueada como unknown, sin regresion. Categoria 6 CERRADA por decision explicita (exclusion), no por hash-pin.
2026-07-13 | Categoria 7 (JNA com.sun.jna.Native loadLibraryInstance/getLibraryOptions/lookupField) EXCLUIDA explicitamente (decision del usuario) -- misma forma estructural que categoria 6, ningun hash-pin honesto posible | Confirmado que ningun mod jar de Instancia 3 shadea su propio JNA (busqueda de com/sun/jna/Native.class en todos los jars bajo minecraft/, sin resultados) -- es el jar de classpath jna-5.17.0.jar (version pinneada por 1.21.11.json via jna:jna:5.17.0, mismo mecanismo de verificacion de version usado en categorias 5 y 6). Auditoria real (javap -c -p sobre jna-5.17.0.jar real) confirmo el mismo patron que categoria 6: loadLibraryInstance(Class<?>) es invocado desde loadLibrary(Class<T>)/loadLibrary(String,Class<T>,Map) -- API publica de Native, el parametro Class es el tipo de interfaz que CUALQUIER mod decide pasarle a Native.loadLibrary(...) para bindear funciones nativas. getLibraryOptions(Class<?>) es tambien publica, mismo parametro caller-supplied; lookupField(Class<?>,String,Class<?>) es su helper interno directo. Ninguno de los tres opera sobre un literal de constant-pool ni un tipo interno garantizado -- el receiver de getFields/getField es exactamente la clase que el mod eligio, por diseno de la API (bindear una interfaz Java a una biblioteca nativa requiere leer los campos/metodos de esa interfaz). Mismo veredicto que categoria 6: un hash-pin sobre Native probaria lo contrario de lo que task #55 exige. Presentado al usuario con las mismas 3 opciones (excluir explicitamente / investigar caso real / diferir); elegida "Excluir explicitamente (recomendado)". Sin cambios de codigo -- com.sun.jna.Native nunca estuvo en AUDITED_BASE_LIBRARY_HASHES, la decision es no agregarlo. Sigue bloqueada como unknown, sin regresion. Categoria 7 CERRADA por decision explicita (exclusion), no por hash-pin.
